Gene	Gene.name	Level
ENSG00000106683	LIMK1	High
ENSG00000106682	EIF4H	High
ENSG00000106665	CLIP2	High
ENSG00000106648	GALNTL5	Low
ENSG00000106636	YKT6	Medium
ENSG00000106635	BCL7B	Medium
ENSG00000106633	GCK	High
ENSG00000106628	POLD2	Low
ENSG00000106624	AEBP1	Low
ENSG00000106608	URGCP	Medium
ENSG00000106605	BLVRA	Medium
ENSG00000106603	COA1	High
ENSG00000106571	GLI3	Medium
ENSG00000106565	TMEM176B	High
ENSG00000106560	GIMAP2	Medium
ENSG00000106554	CHCHD3	High
ENSG00000106546	AHR	Medium
ENSG00000106460	TMEM106B	Medium
ENSG00000106459	NRF1	Medium
ENSG00000106443	PHF14	High
ENSG00000106415	GLCCI1	Medium
ENSG00000106399	RPA3	High
ENSG00000106397	PLOD3	High
ENSG00000106392	C1GALT1	High
ENSG00000106384	MOGAT3	Low
ENSG00000106367	AP1S1	Medium
ENSG00000106351	AGFG2	High
ENSG00000106348	IMPDH1	Medium
ENSG00000106344	RBM28	High
ENSG00000106341	PPP1R17	High
ENSG00000106333	PCOLCE	Low
ENSG00000106305	AIMP2	Medium
ENSG00000106299	WASL	High
ENSG00000106278	PTPRZ1	High
ENSG00000106268	NUDT1	Medium
ENSG00000106266	SNX8	Medium
ENSG00000106263	EIF3B	High
ENSG00000106245	BUD31	Medium
ENSG00000106244	PDAP1	High
ENSG00000106236	NPTX2	Low
ENSG00000106211	HSPB1	Medium
ENSG00000106153	CHCHD2	High
ENSG00000106144	CASP2	High
ENSG00000106125	MINDY4	Medium
ENSG00000106105	GARS1	High
ENSG00000106089	STX1A	High
ENSG00000106078	COBL	Medium
ENSG00000106077	ABHD11	Medium
ENSG00000106070	GRB10	High
ENSG00000106069	CHN2	High
ENSG00000106049	HIBADH	High
ENSG00000106028	SSBP1	Medium
ENSG00000106018	VIPR2	High
ENSG00000106012	IQCE	High
ENSG00000106009	BRAT1	Medium
ENSG00000106006	HOXA6	High
ENSG00000106003	LFNG	High
ENSG00000105993	DNAJB6	Medium
ENSG00000105983	LMBR1	High
ENSG00000105976	MET	High
ENSG00000105974	CAV1	High
ENSG00000105971	CAV2	High
ENSG00000105968	H2AZ2	Medium
ENSG00000105967	TFEC	Medium
ENSG00000105963	ADAP1	Medium
ENSG00000105954	NPVF	Low
ENSG00000105953	OGDH	High
ENSG00000105948	TTC26	Low
ENSG00000105939	ZC3HAV1	High
ENSG00000105928	GSDME	Medium
ENSG00000105926	PALS2	Medium
ENSG00000105894	PTN	High
ENSG00000105887	MTPN	Medium
ENSG00000105880	DLX5	Medium
ENSG00000105879	CBLL1	High
ENSG00000105865	DUS4L	Medium
ENSG00000105856	HBP1	High
ENSG00000105855	ITGB8	Medium
ENSG00000105854	PON2	High
ENSG00000105851	PIK3CG	Low
ENSG00000105849	POLR1F	Medium
ENSG00000105835	NAMPT	Medium
ENSG00000105821	DNAJC2	High
ENSG00000105819	PMPCB	High
ENSG00000105810	CDK6	Low
ENSG00000105793	GTPBP10	High
ENSG00000105778	AVL9	Medium
ENSG00000105767	CADM4	Medium
ENSG00000105755	ETHE1	Low
ENSG00000105750	ZNF85	High
ENSG00000105732	ZNF574	Medium
ENSG00000105726	ATP13A1	Medium
ENSG00000105723	GSK3A	High
ENSG00000105722	ERF	Low
ENSG00000105707	HPN	Medium
ENSG00000105705	SUGP1	High
ENSG00000105701	FKBP8	High
ENSG00000105700	KXD1	High
ENSG00000105699	LSR	Medium
ENSG00000105696	TMEM59L	Medium
ENSG00000105695	MAG	High
ENSG00000105676	ARMC6	Medium
ENSG00000105669	COPE	Medium
ENSG00000105662	CRTC1	High
ENSG00000105655	ISYNA1	Medium
ENSG00000105650	PDE4C	Medium
ENSG00000105649	RAB3A	High
ENSG00000105647	PIK3R2	Medium
ENSG00000105641	SLC5A5	Low
ENSG00000105640	RPL18A	Medium
ENSG00000105619	TFPT	Medium
ENSG00000105618	PRPF31	High
ENSG00000105613	MAST1	High
ENSG00000105612	DNASE2	Medium
ENSG00000105607	GCDH	High
ENSG00000105583	WDR83OS	High
ENSG00000105576	TNPO2	Medium
ENSG00000105556	MIER2	Medium
ENSG00000105552	BCAT2	Medium
ENSG00000105538	RASIP1	High
ENSG00000105520	PLPPR2	High
ENSG00000105518	TMEM205	High
ENSG00000105514	RAB3D	Medium
ENSG00000105509	HAS1	Medium
ENSG00000105499	PLA2G4C	High
ENSG00000105486	LIG1	Medium
ENSG00000105483	CARD8	Low
ENSG00000105464	GRIN2D	Medium
ENSG00000105438	KDELR1	Medium
ENSG00000105429	MEGF8	Medium
ENSG00000105409	ATP1A3	High
ENSG00000105404	RABAC1	High
ENSG00000105402	NAPA	High
ENSG00000105401	CDC37	Medium
ENSG00000105393	BABAM1	Medium
ENSG00000105379	ETFB	High
ENSG00000105376	ICAM5	High
ENSG00000105373	NOP53	High
ENSG00000105364	MRPL4	Medium
ENSG00000105357	MYH14	Low
ENSG00000105341	DMAC2	Medium
ENSG00000105327	BBC3	High
ENSG00000105325	FZR1	Low
ENSG00000105323	HNRNPUL1	High
ENSG00000105321	CCDC9	Medium
ENSG00000105298	CACTIN	Medium
ENSG00000105290	APLP1	High
ENSG00000105289	TJP3	Medium
ENSG00000105287	PRKD2	Medium
ENSG00000105281	SLC1A5	Medium
ENSG00000105255	FSD1	Medium
ENSG00000105254	TBCB	High
ENSG00000105248	YJU2	Medium
ENSG00000105245	NUMBL	Medium
ENSG00000105229	PIAS4	Low
ENSG00000105227	PRX	High
ENSG00000105223	PLD3	High
ENSG00000105220	GPI	High
ENSG00000105202	FBL	High
ENSG00000105197	TIMM50	High
ENSG00000105193	RPS16	High
ENSG00000105186	ANKRD27	Medium
ENSG00000105185	PDCD5	Low
ENSG00000105176	URI1	High
ENSG00000105173	CCNE1	High
ENSG00000105171	POP4	High
ENSG00000105143	SLC1A6	High
ENSG00000105135	ILVBL	High
ENSG00000105127	AKAP8	Medium
ENSG00000105053	VRK3	Medium
ENSG00000105011	ASF1B	Medium
ENSG00000104980	TIMM44	Medium
ENSG00000104979	C19orf53	Medium
ENSG00000104976	SNAPC2	High
ENSG00000104973	MED25	High
ENSG00000104969	SGTA	High
ENSG00000104967	NOVA2	Medium
ENSG00000104960	PTOV1	High
ENSG00000104957	YJU2B	Medium
ENSG00000104951	IL4I1	Low
ENSG00000104938	CLEC4M	High
ENSG00000104936	DMPK	High
ENSG00000104915	STX10	Medium
ENSG00000104907	TRMT1	Medium
ENSG00000104897	SF3A2	High
ENSG00000104888	SLC17A7	High
ENSG00000104886	PLEKHJ1	Medium
ENSG00000104884	ERCC2	Medium
ENSG00000104881	PPP1R13L	Medium
ENSG00000104872	PIH1D1	High
ENSG00000104870	FCGRT	Medium
ENSG00000104866	PPP1R37	High
ENSG00000104859	CLASRP	Medium
ENSG00000104856	RELB	High
ENSG00000104853	CLPTM1	High
ENSG00000104852	SNRNP70	High
ENSG00000104835	SARS2	Low
ENSG00000104833	TUBB4A	Medium
ENSG00000104824	HNRNPL	High
ENSG00000104823	ECH1	High
ENSG00000104812	GYS1	High
ENSG00000104805	NUCB1	High
ENSG00000104774	MAN2B1	High
ENSG00000104765	BNIP3L	Medium
ENSG00000104763	ASAH1	High
ENSG00000104738	MCM4	High
ENSG00000104731	KLHDC4	High
ENSG00000104728	ARHGEF10	High
ENSG00000104723	TUSC3	Medium
ENSG00000104722	NEFM	High
ENSG00000104714	ERICH1	Medium
ENSG00000104695	PPP2CB	High
ENSG00000104691	UBXN8	Medium
ENSG00000104689	TNFRSF10A	Low
ENSG00000104687	GSR	Low
ENSG00000104671	DCTN6	Medium
ENSG00000104635	SLC39A14	Low
ENSG00000104611	SH2D4A	Medium
ENSG00000104549	SQLE	Low
ENSG00000104529	EEF1D	Medium
ENSG00000104522	GFUS	Low
ENSG00000104497	SNX16	Medium
ENSG00000104490	NCALD	Medium
ENSG00000104447	TRPS1	Medium
ENSG00000104442	ARMC1	High
ENSG00000104427	ZC2HC1A	High
ENSG00000104419	NDRG1	High
ENSG00000104413	ESRP1	Medium
ENSG00000104412	EMC2	High
ENSG00000104408	EIF3E	High
ENSG00000104388	RAB2A	Medium
ENSG00000104381	GDAP1	High
ENSG00000104375	STK3	Medium
ENSG00000104368	PLAT	Medium
ENSG00000104365	IKBKB	Medium
ENSG00000104331	BPNT2	High
ENSG00000104327	CALB1	High
ENSG00000104325	DECR1	Medium
ENSG00000104320	NBN	Medium
ENSG00000104312	RIPK2	Medium
ENSG00000104290	FZD3	High
ENSG00000104267	CA2	High
ENSG00000104231	ZFAND1	Medium
ENSG00000104228	TRIM35	High
ENSG00000104221	BRF2	High
ENSG00000104205	SGK3	Medium
ENSG00000104177	MYEF2	High
ENSG00000104164	BLOC1S6	High
ENSG00000104142	VPS18	Medium
ENSG00000104133	SPG11	Medium
ENSG00000104131	EIF3J	Medium
ENSG00000104129	DNAJC17	Medium
ENSG00000104112	SCG3	High
ENSG00000104093	DMXL2	Medium
ENSG00000104081	BMF	High
ENSG00000104067	TJP1	High
ENSG00000104064	GABPB1	High
ENSG00000104043	ATP8B4	High
ENSG00000103995	CEP152	Medium
ENSG00000103994	ZNF106	Low
ENSG00000103978	TMEM87A	High
ENSG00000103966	EHD4	Medium
ENSG00000103932	RPAP1	High
ENSG00000103876	FAH	High
ENSG00000103855	CD276	Low
ENSG00000103769	RAB11A	Low
ENSG00000103742	IGDCC4	High
ENSG00000103740	ACSBG1	High
ENSG00000103723	AP3B2	High
ENSG00000103671	TRIP4	Medium
ENSG00000103653	CSK	Medium
ENSG00000103647	CORO2B	High
ENSG00000103642	LACTB	Medium
ENSG00000103591	AAGAB	Medium
ENSG00000103549	RNF40	High
ENSG00000103546	SLC6A2	High
ENSG00000103540	CCP110	Medium
ENSG00000103512	NOMO1	High
ENSG00000103507	BCKDK	Medium
ENSG00000103502	CDIPT	Medium
ENSG00000103496	STX4	Medium
ENSG00000103495	MAZ	High
ENSG00000103490	PYCARD	High
ENSG00000103489	XYLT1	Medium
ENSG00000103485	QPRT	Medium
ENSG00000103479	RBL2	High
ENSG00000103460	TOX3	High
ENSG00000103449	SALL1	High
ENSG00000103423	DNAJA3	High
ENSG00000103415	HMOX2	High
ENSG00000103365	GGA2	Medium
ENSG00000103363	ELOB	Medium
ENSG00000103356	EARS2	Medium
ENSG00000103343	ZNF174	High
ENSG00000103342	GSPT1	Medium
ENSG00000103326	CAPN15	Low
ENSG00000103316	CRYM	High
ENSG00000103310	ZP2	Medium
ENSG00000103275	UBE2I	Medium
ENSG00000103274	NUBP1	Medium
ENSG00000103266	STUB1	Medium
ENSG00000103264	FBXO31	Medium
ENSG00000103260	METRN	Medium
ENSG00000103257	SLC7A5	Medium
ENSG00000103254	ANTKMT	High
ENSG00000103253	HAGHL	Medium
ENSG00000103249	CLCN7	High
ENSG00000103245	CIAO3	High
ENSG00000103226	NOMO3	High
ENSG00000103202	NME4	Medium
ENSG00000103199	ZNF500	Medium
ENSG00000103197	TSC2	Medium
ENSG00000103196	CRISPLD2	Low
ENSG00000103194	USP10	High
ENSG00000103187	COTL1	High
ENSG00000103154	NECAB2	High
ENSG00000103152	MPG	High
ENSG00000103150	MLYCD	Medium
ENSG00000103145	HCFC1R1	Medium
ENSG00000103126	AXIN1	High
ENSG00000103121	CMC2	Medium
ENSG00000103111	MON1B	High
ENSG00000103091	WDR59	Medium
ENSG00000103089	FA2H	Low
ENSG00000103066	PLA2G15	Medium
ENSG00000103061	SLC7A6OS	High
ENSG00000103056	SMPD3	Medium
ENSG00000103051	COG4	High
ENSG00000103047	TANGO6	Medium
ENSG00000103043	VAC14	Medium
ENSG00000103042	SLC38A7	High
ENSG00000103035	PSMD7	High
ENSG00000103034	NDRG4	High
ENSG00000103024	NME3	Medium
ENSG00000103018	CYB5B	Medium
ENSG00000103005	USB1	Medium
ENSG00000102984	ZNF821	High
ENSG00000102981	PARD6A	High
ENSG00000102978	POLR2C	Medium
ENSG00000102977	ACD	Medium
ENSG00000102974	CTCF	High
ENSG00000102967	DHODH	High
ENSG00000102934	PLLP	High
ENSG00000102931	ARL2BP	Medium
ENSG00000102921	N4BP1	Medium
ENSG00000102908	NFAT5	Medium
ENSG00000102898	NUTF2	Low
ENSG00000102890	ELMO3	Medium
ENSG00000102882	MAPK3	High
ENSG00000102879	CORO1A	High
ENSG00000102871	TRADD	Medium
ENSG00000102858	MGRN1	Medium
ENSG00000102805	CLN5	High
ENSG00000102786	INTS6	Medium
ENSG00000102760	RGCC	High
ENSG00000102755	FLT1	Medium
ENSG00000102753	KPNA3	Medium
ENSG00000102743	SLC25A15	Low
ENSG00000102699	PARP4	Medium
ENSG00000102678	FGF9	Medium
ENSG00000102606	ARHGEF7	Medium
ENSG00000102572	STK24	Medium
ENSG00000102554	KLF5	Medium
ENSG00000102547	CAB39L	High
ENSG00000102531	FNDC3A	High
ENSG00000102468	HTR2A	High
ENSG00000102452	NALCN	High
ENSG00000102445	RUBCNL	Medium
ENSG00000102393	GLA	Low
ENSG00000102383	ZDHHC15	Medium
ENSG00000102362	SYTL4	Medium
ENSG00000102359	SRPX2	High
ENSG00000102316	MAGED2	High
ENSG00000102312	PORCN	Medium
ENSG00000102309	PIN4	High
ENSG00000102302	FGD1	Medium
ENSG00000102290	PCDH11X	Medium
ENSG00000102271	KLHL4	High
ENSG00000102241	HTATSF1	High
ENSG00000102226	USP11	High
ENSG00000102225	CDK16	High
ENSG00000102189	EEA1	High
ENSG00000102181	CD99L2	High
ENSG00000102178	UBL4A	Medium
ENSG00000102172	SMS	Low
ENSG00000102158	MAGT1	High
ENSG00000102144	PGK1	Medium
ENSG00000102125	TAFAZZIN	Medium
ENSG00000102119	EMD	Medium
ENSG00000102109	PCSK1N	High
ENSG00000102103	PQBP1	High
ENSG00000102100	SLC35A2	High
ENSG00000102081	FMR1	High
ENSG00000102057	KCND1	Medium
ENSG00000102054	RBBP7	High
ENSG00000102030	NAA10	High
ENSG00000102024	PLS3	Medium
ENSG00000102007	PLP2	High
ENSG00000102003	SYP	High
ENSG00000101986	ABCD1	Low
ENSG00000101972	STAG2	Medium
ENSG00000101966	XIAP	Medium
ENSG00000101958	GLRA2	Low
ENSG00000101940	WDR13	High
ENSG00000101928	MOSPD1	High
ENSG00000101901	ALG13	Medium
ENSG00000101888	NXT2	Medium
ENSG00000101882	NKAP	High
ENSG00000101871	MID1	Medium
ENSG00000101868	POLA1	Medium
ENSG00000101856	PGRMC1	High
ENSG00000101850	GPR143	Low
ENSG00000101849	TBL1X	High
ENSG00000101846	STS	Low
ENSG00000101843	PSMD10	Low
ENSG00000101811	CSTF2	High
ENSG00000101782	RIOK3	Medium
ENSG00000101773	RBBP8	Medium
ENSG00000101752	MIB1	High
ENSG00000101751	POLI	Low
ENSG00000101745	ANKRD12	High
ENSG00000101665	SMAD7	Medium
ENSG00000101654	RNMT	High
ENSG00000101638	ST8SIA5	High
ENSG00000101624	CEP76	High
ENSG00000101608	MYL12A	Low
ENSG00000101596	SMCHD1	Medium
ENSG00000101577	LPIN2	Medium
ENSG00000101574	METTL4	Medium
ENSG00000101558	VAPA	High
ENSG00000101557	USP14	Medium
ENSG00000101546	RBFA	Medium
ENSG00000101489	CELF4	Medium
ENSG00000101474	APMAP	High
ENSG00000101473	ACOT8	High
ENSG00000101460	MAP1LC3A	High
ENSG00000101445	PPP1R16B	High
ENSG00000101444	AHCY	Medium
ENSG00000101443	WFDC2	Low
ENSG00000101442	ACTR5	High
ENSG00000101439	CST3	High
ENSG00000101438	SLC32A1	Medium
ENSG00000101421	CHMP4B	High
ENSG00000101417	PXMP4	High
ENSG00000101413	RPRD1B	Medium
ENSG00000101412	E2F1	High
ENSG00000101405	OXT	High
ENSG00000101400	SNTA1	High
ENSG00000101384	JAG1	Low
ENSG00000101367	MAPRE1	Medium
ENSG00000101365	IDH3B	High
ENSG00000101361	NOP56	Medium
ENSG00000101353	MROH8	Medium
ENSG00000101350	KIF3B	Medium
ENSG00000101349	PAK5	High
ENSG00000101347	SAMHD1	High
ENSG00000101346	POFUT1	Low
ENSG00000101337	TM9SF4	High
ENSG00000101335	MYL9	Low
ENSG00000101333	PLCB4	Medium
ENSG00000101327	PDYN	High
ENSG00000101311	FERMT1	High
ENSG00000101298	SNPH	Low
ENSG00000101294	HM13	Medium
ENSG00000101290	CDS2	High
ENSG00000101276	SLC52A3	Low
ENSG00000101266	CSNK2A1	High
ENSG00000101255	TRIB3	Medium
ENSG00000101246	ARFRP1	High
ENSG00000101236	RNF24	Medium
ENSG00000101224	CDC25B	Medium
ENSG00000101220	C20orf27	Low
ENSG00000101216	GMEB2	Low
ENSG00000101213	PTK6	Medium
ENSG00000101210	EEF1A2	High
ENSG00000101200	AVP	High
ENSG00000101199	ARFGAP1	Medium
ENSG00000101198	NKAIN4	Medium
ENSG00000101193	GID8	Medium
ENSG00000101191	DIDO1	High
ENSG00000101190	TCFL5	High
ENSG00000101182	PSMA7	High
ENSG00000101181	MTG2	High
ENSG00000101162	TUBB1	Medium
ENSG00000101161	PRPF6	Medium
ENSG00000101160	CTSZ	High
ENSG00000101158	NELFCD	Low
ENSG00000101152	DNAJC5	High
ENSG00000101150	TPD52L2	Medium
ENSG00000101138	CSTF1	Medium
ENSG00000101132	PFDN4	Medium
ENSG00000101126	ADNP	High
ENSG00000101109	STK4	Low
ENSG00000101098	RIMS4	Medium
ENSG00000101096	NFATC2	Medium
ENSG00000101079	NDRG3	High
ENSG00000101052	IFT52	Medium
ENSG00000101040	ZMYND8	High
ENSG00000101019	UQCC1	High
ENSG00000101017	CD40	Medium
ENSG00000101000	PROCR	High
ENSG00000100994	PYGB	Medium
ENSG00000100983	GSS	Low
ENSG00000100982	PCIF1	High
ENSG00000100949	RABGGTA	Medium
ENSG00000100941	PNN	High
ENSG00000100938	GMPR2	Medium
ENSG00000100926	TM9SF1	Medium
ENSG00000100918	REC8	Low
ENSG00000100908	EMC9	Low
ENSG00000100906	NFKBIA	Medium
ENSG00000100902	PSMA6	High
ENSG00000100897	DCAF11	High
ENSG00000100890	PRORP	Medium
ENSG00000100889	PCK2	Low
ENSG00000100884	CPNE6	Medium
ENSG00000100883	SRP54	High
ENSG00000100852	ARHGAP5	Medium
ENSG00000100842	EFS	Medium
ENSG00000100836	PABPN1	High
ENSG00000100823	APEX1	High
ENSG00000100815	TRIP11	Medium
ENSG00000100813	ACIN1	High
ENSG00000100811	YY1	Low
ENSG00000100804	PSMB5	High
ENSG00000100802	C14orf93	High
ENSG00000100796	PPP4R3A	High
ENSG00000100784	RPS6KA5	High
ENSG00000100764	PSMC1	High
ENSG00000100749	VRK1	Medium
ENSG00000100744	GSKIP	Medium
ENSG00000100739	BDKRB1	High
ENSG00000100731	PCNX1	Low
ENSG00000100726	TELO2	Medium
ENSG00000100722	ZC3H14	Medium
ENSG00000100714	MTHFD1	Medium
ENSG00000100697	DICER1	Medium
ENSG00000100664	EIF5	High
ENSG00000100650	SRSF5	Medium
ENSG00000100644	HIF1A	Low
ENSG00000100632	ERH	High
ENSG00000100626	GALNT16	High
ENSG00000100614	PPM1A	High
ENSG00000100612	DHRS7	High
ENSG00000100605	ITPK1	Medium
ENSG00000100604	CHGA	High
ENSG00000100603	SNW1	High
ENSG00000100601	ALKBH1	High
ENSG00000100600	LGMN	Medium
ENSG00000100599	RIN3	High
ENSG00000100593	ISM2	Low
ENSG00000100591	AHSA1	Medium
ENSG00000100583	SAMD15	High
ENSG00000100580	TMED8	Medium
ENSG00000100577	GSTZ1	Medium
ENSG00000100575	TIMM9	High
ENSG00000100568	VTI1B	High
ENSG00000100567	PSMA3	Low
ENSG00000100564	PIGH	High
ENSG00000100558	PLEK2	Medium
ENSG00000100554	ATP6V1D	Medium
ENSG00000100528	CNIH1	High
ENSG00000100523	DDHD1	Medium
ENSG00000100519	PSMC6	High
ENSG00000100504	PYGL	Low
ENSG00000100485	SOS2	High
ENSG00000100478	AP4S1	High
ENSG00000100462	PRMT5	High
ENSG00000100445	SDR39U1	Medium
ENSG00000100442	FKBP3	High
ENSG00000100433	KCNK10	Medium
ENSG00000100429	HDAC10	High
ENSG00000100427	MLC1	Medium
ENSG00000100426	ZBED4	High
ENSG00000100425	BRD1	Medium
ENSG00000100418	DESI1	Medium
ENSG00000100413	POLR3H	Medium
ENSG00000100412	ACO2	High
ENSG00000100410	PHF5A	High
ENSG00000100401	RANGAP1	High
ENSG00000100393	EP300	High
ENSG00000100380	ST13	Medium
ENSG00000100373	UPK3A	Low
ENSG00000100372	SLC25A17	High
ENSG00000100362	PVALB	High
ENSG00000100359	SGSM3	Medium
ENSG00000100354	TNRC6B	High
ENSG00000100353	EIF3D	Medium
ENSG00000100350	FOXRED2	Medium
ENSG00000100348	TXN2	Medium
ENSG00000100347	SAMM50	High
ENSG00000100345	MYH9	Medium
ENSG00000100325	ASCC2	Medium
ENSG00000100324	TAB1	Medium
ENSG00000100321	SYNGR1	High
ENSG00000100320	RBFOX2	High
ENSG00000100319	ZMAT5	High
ENSG00000100311	PDGFB	High
ENSG00000100307	CBX7	Medium
ENSG00000100304	TTLL12	Medium
ENSG00000100302	RASD2	Medium
ENSG00000100299	ARSA	High
ENSG00000100298	APOBEC3H	Low
ENSG00000100297	MCM5	Low
ENSG00000100294	MCAT	Medium
ENSG00000100290	BIK	Low
ENSG00000100288	CHKB	Medium
ENSG00000100285	NEFH	High
ENSG00000100284	TOM1	Medium
ENSG00000100281	HMGXB4	Low
ENSG00000100280	AP1B1	High
ENSG00000100276	RASL10A	Medium
ENSG00000100271	TTLL1	Medium
ENSG00000100266	PACSIN2	Medium
ENSG00000100263	RHBDD3	Medium
ENSG00000100258	LMF2	Low
ENSG00000100246	DNAL4	Medium
ENSG00000100243	CYB5R3	Medium
ENSG00000100242	SUN2	High
ENSG00000100239	PPP6R2	High
ENSG00000100227	POLDIP3	Low
ENSG00000100226	GTPBP1	High
ENSG00000100220	RTCB	High
ENSG00000100218	RSPH14	Low
ENSG00000100216	TOMM22	High
ENSG00000100207	TCF20	High
ENSG00000100201	DDX17	Medium
ENSG00000100167	SEPTIN3	High
ENSG00000100162	CENPM	Low
ENSG00000100151	PICK1	High
ENSG00000100147	CCDC134	Medium
ENSG00000100146	SOX10	High
ENSG00000100142	POLR2F	High
ENSG00000100139	MICALL1	High
ENSG00000100129	EIF3L	Medium
ENSG00000100124	ANKRD54	Medium
ENSG00000100116	GCAT	Medium
ENSG00000100106	TRIOBP	Medium
ENSG00000100105	PATZ1	High
ENSG00000100099	HPS4	Medium
ENSG00000100097	LGALS1	Medium
ENSG00000100092	SH3BP1	Medium
ENSG00000100084	HIRA	High
ENSG00000100083	GGA1	Medium
ENSG00000100065	CARD10	High
ENSG00000100060	MFNG	Medium
ENSG00000100056	ESS2	High
ENSG00000100055	CYTH4	Medium
ENSG00000100036	SLC35E4	Low
ENSG00000100034	PPM1F	Medium
ENSG00000100033	PRODH	Medium
ENSG00000100030	MAPK1	High
ENSG00000100029	PES1	High
ENSG00000100028	SNRPD3	High
ENSG00000100023	PPIL2	High
ENSG00000100003	SEC14L2	Medium
ENSG00000099999	RNF215	Medium
ENSG00000099995	SF3A1	High
ENSG00000099994	SUSD2	Medium
ENSG00000099992	TBC1D10A	High
ENSG00000099991	CABIN1	Medium
ENSG00000099977	DDT	Low
ENSG00000099974	DDTL	Low
ENSG00000099960	SLC7A4	Medium
ENSG00000099958	DERL3	Medium
ENSG00000099957	P2RX6	Low
ENSG00000099956	SMARCB1	High
ENSG00000099954	CECR2	High
ENSG00000099949	LZTR1	Low
ENSG00000099940	SNAP29	Medium
ENSG00000099917	MED15	High
ENSG00000099899	TRMT2A	High
ENSG00000099889	ARVCF	Medium
ENSG00000099875	MKNK2	High
ENSG00000099866	MADCAM1	High
ENSG00000099864	PALM	Medium
ENSG00000099860	GADD45B	Medium
ENSG00000099817	POLR2E	High
ENSG00000099814	CEP170B	Medium
ENSG00000099810	MTAP	Medium
ENSG00000099804	CDC34	Medium
ENSG00000099797	TECR	Medium
ENSG00000099795	NDUFB7	Medium
ENSG00000099785	MARCHF2	High
ENSG00000099783	HNRNPM	High
ENSG00000099624	ATP5F1D	High
ENSG00000099381	SETD1A	Medium
ENSG00000099377	HSD3B7	Medium
ENSG00000099365	STX1B	High
ENSG00000099341	PSMD8	High
ENSG00000099337	KCNK6	Medium
ENSG00000099331	MYO9B	Medium
ENSG00000099326	MZF1	High
ENSG00000099290	WASHC2A	High
ENSG00000099284	MACROH2A2	High
ENSG00000099282	TSPAN15	Medium
ENSG00000099260	PALMD	High
ENSG00000099256	PRTFDC1	Medium
ENSG00000099250	NRP1	Low
ENSG00000099219	ERMP1	Low
ENSG00000099204	ABLIM1	High
ENSG00000099194	SCD	High
ENSG00000099139	PCSK5	Medium
ENSG00000097046	CDC7	Low
ENSG00000097033	SH3GLB1	High
ENSG00000097021	ACOT7	High
ENSG00000097007	ABL1	Low
ENSG00000096968	JAK2	Medium
ENSG00000096872	IFT74	Low
ENSG00000096717	SIRT1	Low
ENSG00000096433	ITPR3	High
ENSG00000096401	CDC5L	High
ENSG00000096384	HSP90AB1	High
ENSG00000096093	EFHC1	Medium
ENSG00000096092	TMEM14A	High
ENSG00000096080	MRPS18A	Medium
ENSG00000096063	SRPK1	High
ENSG00000096060	FKBP5	High
ENSG00000095970	TREM2	Medium
ENSG00000095951	HIVEP1	Medium
ENSG00000095794	CREM	Low
ENSG00000095787	WAC	High
ENSG00000095739	BAMBI	Medium
ENSG00000095713	CRTAC1	Medium
ENSG00000095637	SORBS1	Medium
ENSG00000095585	BLNK	High
ENSG00000095383	TBC1D2	Medium
ENSG00000095380	NANS	High
ENSG00000095321	CRAT	Medium
ENSG00000095319	NUP188	Medium
ENSG00000095303	PTGS1	Medium
ENSG00000095203	EPB41L4B	Medium
ENSG00000095139	ARCN1	High
ENSG00000095066	HOOK2	Medium
ENSG00000095059	DHPS	Low
ENSG00000095015	MAP3K1	Medium
ENSG00000095002	MSH2	High
ENSG00000094975	SUCO	High
ENSG00000094963	FMO2	Medium
ENSG00000094916	CBX5	High
ENSG00000094914	AAAS	High
ENSG00000094880	CDC23	Medium
ENSG00000094804	CDC6	Medium
ENSG00000094631	HDAC6	Medium
ENSG00000093010	COMT	High
ENSG00000093009	CDC45	Low
ENSG00000093000	NUP50	High
ENSG00000092964	DPYSL2	High
ENSG00000092929	UNC13D	Low
ENSG00000092871	RFFL	Medium
ENSG00000092841	MYL6	Low
ENSG00000092820	EZR	High
ENSG00000092621	PHGDH	High
ENSG00000092531	SNAP23	Low
ENSG00000092529	CAPN3	Low
ENSG00000092445	TYRO3	High
ENSG00000092421	SEMA6A	High
ENSG00000092208	GEMIN2	Medium
ENSG00000092203	TOX4	High
ENSG00000092201	SUPT16H	Medium
ENSG00000092199	HNRNPC	High
ENSG00000092148	HECTD1	Medium
ENSG00000092108	SCFD1	Medium
ENSG00000092098	RNF31	Medium
ENSG00000092068	SLC7A8	Medium
ENSG00000092036	HAUS4	High
ENSG00000092020	PPP2R3C	High
ENSG00000092010	PSME1	Medium
ENSG00000091972	CD200	High
ENSG00000091844	RGS17	Low
ENSG00000091732	ZC3HC1	High
ENSG00000091664	SLC17A6	High
ENSG00000091651	ORC6	Low
ENSG00000091592	NLRP1	High
ENSG00000091542	ALKBH5	High
ENSG00000091490	SEL1L3	Medium
ENSG00000091483	FH	High
ENSG00000091436	MAP3K20	Medium
ENSG00000091428	RAPGEF4	High
ENSG00000091409	ITGA6	Low
ENSG00000091317	CMTM6	High
ENSG00000091164	TXNL1	Medium
ENSG00000091157	WDR7	High
ENSG00000091140	DLD	High
ENSG00000091136	LAMB1	Medium
ENSG00000091129	NRCAM	High
ENSG00000091128	LAMB4	Medium
ENSG00000091127	PUS7	Medium
